"","X","State","ID","Material","Taxa","Type","County","Measured","Mea_SE","Norm","Norm_SE","X13C","SiteID","SiteName","Lat","Long","Strat","Context","AMS_Radio","Comment","Reference","Region","Date","Error","Site_Name"
"1761",45994,"Utah","Beta-135682","CHARCOAL","sagebrush","ARCHAEOLOGICAL","San Juan",NA,NA,3000,50,-20.7,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"basin hearth 3(Feature  9)","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",3000,50,"Tsé Haal’á, UT-B-63-30"
"1762",45995,"Utah","Beta-135683","CHARCOAL","twig","ARCHAEOLOGICAL","San Juan",NA,NA,3060,40,-11.1,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"basin hearth 13 (Feature  13)","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",3060,40,"Tsé Haal’á, UT-B-63-30"
"1763",45996,"Utah","Beta-135684","CHARCOAL","sagebrush","ARCHAEOLOGICAL","San Juan",NA,NA,2910,30,-19.1,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"basin hearth 1 (Feature  14)","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",2910,30,"Tsé Haal’á, UT-B-63-30"
"1764",45997,"Utah","Beta-135685","CHARCOAL","sagebrush","ARCHAEOLOGICAL","San Juan",NA,NA,3000,40,-25,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"basin hearth 11 (Feature  2)","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",3000,40,"Tsé Haal’á, UT-B-63-30"
"1765",45998,"Utah","Beta-158893","CHARCOAL","sagebrush","ARCHAEOLOGICAL","San Juan",NA,NA,2890,40,-23.9,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"Feature 7 Hearth 7 basin hearth","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",2890,40,"Tsé Haal’á, UT-B-63-30"
"1766",45999,"Utah","Beta-158894","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,3180,40,-23,"42SA","Tsé Haal’á, UT-B-63-30",37.631161,-109.805024,NA,"Feature 10 Hearth 2 basin hearth","AMS","Individual features are not described in the report other than they comprised unlined hearths","Geib 2014","Plateau",3180,40,"Tsé Haal’á, UT-B-63-30"
"1767",46000,"Utah","AA-84948","SEEDS","Zea mays","ARCHAEOLOGICAL","San Juan",NA,NA,1839,36,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-6","AMS","Sample from the central column that was removed intact for laboratory analysis","BLAKE AND BENZ 2010","Plateau",1839,36,"Turkey Pen Ruin"
"1768",46001,"Utah","Beta-160502","OTHER","Turkey Feather","ARCHAEOLOGICAL","San Juan",NA,NA,1640,40,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum D-2","AMS","Sample from the excavated and screened west column","Matson 2018:2","Plateau",1640,40,"Turkey Pen Ruin"
"1769",46002,"Utah","Beta-256926","FECES","Turkey Feces","ARCHAEOLOGICAL","San Juan",NA,NA,1010,40,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-1","AMS","Sample from the excavated and screened west column","BLAKE AND BENZ 2010","Plateau",1010,40,"Turkey Pen Ruin"
"1770",46003,"Utah","Beta-256927","FECES","Turkey Feces","ARCHAEOLOGICAL","San Juan",NA,NA,1750,40,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum D-2","AMS","Sample from the excavated and screened west column","BLAKE AND BENZ 2010","Plateau",1750,40,"Turkey Pen Ruin"
"1771",46004,"Utah","D-AMS-5428","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1897,26,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-5","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1897,26,"Turkey Pen Ruin"
"1772",46005,"Utah","D-AMS-5429","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1919,27,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum D-2","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1919,27,"Turkey Pen Ruin"
"1773",46006,"Utah","D-AMS-5430","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1938,30,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,NA,"AMS",NA,"Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1938,30,"Turkey Pen Ruin"
"1774",46007,"Utah","D-AMS-5431","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1839,28,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-1","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1839,28,"Turkey Pen Ruin"
"1775",46008,"Utah","D-AMS-5432","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1833,31,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-4","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1833,31,"Turkey Pen Ruin"
"1776",46009,"Utah","D-AMS-5433","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1927,26,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-6","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1927,26,"Turkey Pen Ruin"
"1777",46010,"Utah","D-AMS-5434","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1905,30,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-5","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1905,30,"Turkey Pen Ruin"
"1778",46011,"Utah","D-AMS-5435","FECES","Homo sapiens","ARCHAEOLOGICAL","San Juan",NA,NA,1825,26,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum D-3","AMS","Sample from the excavated and screened east column","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1825,26,"Turkey Pen Ruin"
"1779",46012,"Utah","MAMS-23673","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1876,19,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-6","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1876,19,"Turkey Pen Ruin"
"1780",46013,"Utah","MAMS-23674","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1852,19,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-6","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1852,19,"Turkey Pen Ruin"
"1781",46014,"Utah","MAMS-23675","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1863,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum A-6","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1863,20,"Turkey Pen Ruin"
"1782",46015,"Utah","MAMS-23676","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1865,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1865,20,"Turkey Pen Ruin"
"1783",46016,"Utah","MAMS-23677","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1910,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-5","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1910,20,"Turkey Pen Ruin"
"1784",46017,"Utah","MAMS-23678","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1900,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-5","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1900,20,"Turkey Pen Ruin"
"1785",46018,"Utah","MAMS-23679","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1869,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-1","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1869,20,"Turkey Pen Ruin"
"1786",46019,"Utah","MAMS-23680","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,2026,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-1","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",2026,20,"Turkey Pen Ruin"
"1787",46020,"Utah","MAMS-23681","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1903,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1903,20,"Turkey Pen Ruin"
"1788",46021,"Utah","MAMS-23682","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1858,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1858,20,"Turkey Pen Ruin"
"1789",46022,"Utah","MAMS-23683","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1907,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1907,20,"Turkey Pen Ruin"
"1790",46023,"Utah","MAMS-23684","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1888,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1888,20,"Turkey Pen Ruin"
"1791",46024,"Utah","MAMS-23685","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1881,20,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1881,20,"Turkey Pen Ruin"
"1792",46025,"Utah","MAMS-23686","SEEDS","Zea mays cob","ARCHAEOLOGICAL","San Juan",NA,NA,1851,22,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum C-2","AMS","This sample is not specifically addressed in Matson (2018), but the provenience is the Basketmaker II midden, either the column removed for analysis or the columns on either side that were screened at the time","Gillreath-Brown 2019-Redefining the age of tattooing…","Plateau",1851,22,"Turkey Pen Ruin"
"1793",46026,"Utah","WSU-2750","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,1860,45,-25,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Sample from Stratum C-2 in Matson's (1991:Figure 2.33) stratigraphic test.","RADIOMETRIC","Sample from a vertical column of Basketmaker II midden about 1m below the surface","Matson 1991:Figure 2.33","Plateau",1860,45,"Turkey Pen Ruin"
"1794",46027,"Utah","WSU-2751","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,1925,55,-25,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Sample from Stratum A-3 in Matson's (1991:Figure 2.33) stratigraphic test.","RADIOMETRIC","Sample from a vertical column of Basketmaker II midden 1-30 cm below the surface","Matson 1991:Figure 2.33","Plateau",1925,55,"Turkey Pen Ruin"
"1795",46028,"Utah","WSU-2757","WOOD","Twigs","ARCHAEOLOGICAL","San Juan",2065,50,NA,NA,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum B-3",NA,"Sample from a vertical column of Basketmaker II midden 30-70cm below the surface","Matson and Chisholm 1991:449; Matson 2018:2","Plateau",2065,50,"Turkey Pen Ruin"
"1796",46029,"Utah","WSU-2758","WOOD","Twigs","ARCHAEOLOGICAL","San Juan",1490,75,NA,NA,NA,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Stratum D-2",NA,"Sample from vertical column of Basketmaker II midden 1.2 to 1.4m below the surface","Matson and Chisholm 1991:449; Matson 2018:2","Plateau",1490,75,"Turkey Pen Ruin"
"1797",46030,"Utah","WSU-3512","SEEDS","Zea mays","ARCHAEOLOGICAL","San Juan",NA,NA,1980,60,-10,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Sample from near top of Stratum A-6 in Matson's (1991:Figure 2.33) stratigraphic test of site; all deposits exposed in the test are Basketmaker and yielded a variety of materials.  Date corrected for isotopic fractionation using an assumed delta value of -10 per mil and adding 250 years to the reported date of 1730+/-60.","RADIOMETRIC","Sample from a vertical column of Basketmaker II midden 1-30 cm below the surface; date corrected here by adding 250 years","Matson and Chisholm 1991:Fig.5","Plateau",1980,60,"Turkey Pen Ruin"
"1798",46031,"Utah","WSU-3513","SEEDS","Zea mays","ARCHAEOLOGICAL","San Juan",NA,NA,2050,80,-10,"42SA3714","Turkey Pen Ruin",37.631161,-109.805024,NA,"Sample from Stratum C-4 in Matson's (1991:Figure 2.33) stratigraphic test.  Date corrected for isotopic fractionation using an assumed delta value of -10 per mil and adding 250 years to the reported date of 1800+/-80 B.P.","RADIOMETRIC","Sample from a vertical column of Basketmaker II midden about 1m below the surface; date corrected here by adding 250 years","Matson and Chisholm 1991:Fig.5","Plateau",2050,80,"Turkey Pen Ruin"
"1799",46032,"Utah","Beta-140402","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,100,50,NA,"42SA11586","Two Ridges",37.631161,-109.805024,NA,"Feature 1, Block 2, visible on the surface as an amorphous 2 m sq charcoal stain from which high densities of artifacts and processed bone were eroding.  The feature was completely deflated and meas. ca. 55 x 80 cm.  Highly oxidized bedrockwas exposed at the base of the feature.  Fill contained 65 pieces of debitage 1 charred globemallow seed and a fragment of charred processed edible tissue (succulent, fleshy fruit, berry).  Charred and uncharred bone (n = 264), and pine and juniper charcoal was also present.  Identifiable bone:  cottontail, large mammals.  The feature was closely assoc. with several projectile points and bifaces.  Interpreted as an intensive faunal processing and cooking area.",NA,"Feature described as a food processing feature with lithic flakes and animal bones ranging from rabbit-sized to bison-sized","GREUBEL, ECKMAN, AND DIEDERICHS 2003","Plateau",100,50,"Two Ridges"
"1800",46033,"Utah","Beta-140403","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,100,50,NA,"42SA11586","Two Ridges",37.631161,-109.805024,NA,"Feature 2, Block 1, a FCR hearth feature.  The true dimensions were difficult to discern because of rodent activity, roots, and deflation.  Material was spread over an area 2 m in dia.  The feature itself probably meas. 70 x 80 cm.  Fill was a mixture of black charcoal stained silt and FCR.  72 pieces of FCR were noted, weighing 0.42 kg. Oxidation was present on the edge and sides of the basin.  Six flakes were recovered from the fill, along with pine, juniper and sagebrush charcoal.  It is interpreted as being used for cooking and heating.",NA,"Feature is a shallow, basin-shaped hearth filled with FCR; associated with six flakes, but no diagnostic artifacts","GREUBEL, ECKMAN, AND DIEDERICHS 2003","Plateau",100,50,"Two Ridges"
"1801",46034,"Utah","Beta-140404","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,1510,70,NA,"42SA11586","Two Ridges",37.631161,-109.805024,NA,"Feature 5, Block 5, a small hearth with a cluster of broken metates and manos lying on the same surface 2 m away.  The feature was 50 x 40 cm, forming a deep basin 16 cm deep.  Fill was ash stained sand and small pieces of FCR.  A rounded sandstone slab (40 x 20 cm) lay directly on top of the feature.  No oxidation or artifacts.",NA,"Feature is a basin-shaped hearth 50 by 40cm and 16cm deep; no associated artifacts","GREUBEL, ECKMAN, AND DIEDERICHS 2003","Plateau",1510,70,"Two Ridges"
"1802",46035,"Utah","Beta-140405","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",NA,NA,350,60,NA,"42SA11586","Two Ridges",37.631161,-109.805024,NA,"Feature 7, Block 3, a rock rimmed hearth, 60 cm in dia, 11 cm deep.  The lower fill was gray ash with numerous pieces of charcoal.  Upper layer was ash stained sand. A piece of sandstone bedrock at the base of the feature was oxidized. Five pieces of FCR lined the upper edge, with a total weight of 400 gm.  Fill contained 5 pieces of debitage, 1 unburned bone several charred goosefoot seeds, charred Cheno-Am seed embroyos, 1 charred Poaceae caryopsis; pine was the dominant charcoal; some juniper and pine bark.  The feature may be an interior hearth, since it was situated within a concentration of decayed juniper branches that may be the remains of a wickiup.",NA,"Feature is a basin-shaped hearth 60cm in diameter and 11cm deep; associated with five lithic flakes but no diagnostic artifacts","GREUBEL, ECKMAN, AND DIEDERICHS 2003","Plateau",350,60,"Two Ridges"
